sofifa_id,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,height_cm
210602,S. Al Dawsari,Salem Mohammed Al-Dawsari,"LM, RM",76,76,7500000.0,38000.0,29,171
210679,Paulo Oliveira,Paulo André Rodrigues de Oliveira,CB,76,77,7000000.0,14000.0,29,187
210719,M. Kempf,Marc-Oliver Kempf,CB,76,78,8000000.0,25000.0,26,186
210896,M. Sanson,Morgan Sanson,CM,76,77,9000000.0,56000.0,26,180
211108,Fei Nanduo,费南多,"RM, LW, CAM",76,76,7500000.0,24000.0,28,174
211368,Bruma,Armindo Tué Na Bangna,"LM, RM",76,77,9000000.0,18000.0,26,173
212127,D. Lazović,Darko Lazović,"LM, RM",76,76,7000000.0,26000.0,30,181
212204,B. Mechele,Brandon Mechele,CB,76,77,7000000.0,24000.0,28,190
212219,A. Djiku,Alexander Djiku,CB,76,79,8500000.0,21000.0,26,182
212228,I. Toney,Ivan Toney,ST,76,80,10500000.0,46000.0,25,187
212232,J. Maclaren,Jamie Maclaren,ST,76,76,8000000.0,15000.0,27,179
212242,R. Andrich,Robert Andrich,"CM, CDM",76,78,9000000.0,44000.0,26,187
212260,Hwang Ui Jo,황의조 Ui Jo Hwang,"ST, LM",76,76,7500000.0,29000.0,28,185
212269,R. Bazoer,Riechedly Bazoer,"CB, CDM",76,80,9500000.0,14000.0,24,184
212300,J. O'Connell,Jack O'Connell,CB,76,79,8500000.0,26000.0,27,191
212678,L. Augustinsson,Hans Carl Ludwig Augustinsson,"LB, LM",76,77,8000000.0,23000.0,27,181
212692,Rony Lopes,Marcos Paulo Mesquita Lopes,"RW, LW, RM",76,78,9500000.0,2000.0,25,174
212715,S. Palacios,Sebastián Alberto Palacios,"RW, LW",76,76,7500000.0,1000.0,29,163
212883,D. Amartey,Daniel Amartey,"CB, RB, CDM",76,79,8500000.0,70000.0,26,186
212977,N. Stark,Niklas Stark,"CB, CDM",76,79,8500000.0,37000.0,26,190
213135,D. Origi,Divock Okoth Origi,"ST, LW",76,79,10000000.0,88000.0,26,189
213388,F. Tait,Flavien Tait,"LM, LW, CM",76,76,7500000.0,43000.0,28,175
214491,L. Quiñones,Luis Enrique Quiñónes,"RM, LM",76,76,7000000.0,43000.0,30,178
214781,S. Romero,Silvio Ezequiel Romero,ST,76,76,6000000.0,17000.0,32,177
214988,L. Miranda,Leonel Ariel Miranda,"CM, CDM",76,76,8000000.0,19000.0,27,173
215051,L. López,Lisandro Ezequiel López Dessypris,CB,76,76,5000000.0,16000.0,31,193
215064,J. Furch,Julio César Furch,ST,76,76,6500000.0,16000.0,31,188
215108,J. Buffarini,Julio Alberto Buffarini,RB,76,76,5000000.0,12000.0,32,170
215119,L. Romero,Lucas Daniel Romero,"CDM, CM",76,77,7500000.0,14000.0,27,167
215270,L. Zelarayán,Lucas Manuel Zelarayán,CAM,76,76,7500000.0,10000.0,29,172
215399,Rúben Vezo,Rúben Miguel Nunes Vezo,"CB, RB",76,79,8500000.0,24000.0,27,183
215455,B. Petković,Bruno Petković,"ST, CAM",76,77,9000000.0,1000.0,26,193
215689,A. Petagna,Andrea Petagna,ST,76,79,10000000.0,56000.0,26,190
215699,Y. Sabaly,Youssouf Sabaly,"RB, RM",76,76,7000000.0,22000.0,28,173
215785,K. Baldé,Keita Baldé Diao,"ST, LM",76,79,10000000.0,33000.0,26,184
216065,M. Sportiello,Marco Sportiello,GK,76,76,5000000.0,33000.0,29,192
216350,A. Ademi,Arijan Ademi,"CDM, CM",76,76,6500000.0,900.0,30,185
216433,A. El Ghazi,Anwar El Ghazi,"LM, RW, LW",76,77,9000000.0,56000.0,26,188
216549,A. Sørloth,Alexander Sørloth,ST,76,79,10000000.0,61000.0,25,194
216939,A. Blake,Andre Jason Blake,GK,76,76,5000000.0,7000.0,30,188
217699,I. Slimani,Islam Slimani,ST,76,76,4800000.0,57000.0,33,188
219244,D. von Ballmoos,David von Ballmoos,GK,76,80,8000000.0,13000.0,26,192
220196,D. Brooks,David Robert Brooks,"RW, RM",76,82,12000000.0,33000.0,23,183
220477,M. Caldara,Mattia Caldara,CB,76,76,7000000.0,32000.0,27,187
220570,J. Bednarek,Jan Bednarek,CB,76,82,10500000.0,42000.0,25,189
220659,J. Brownhill,Josh Brownhill,"CM, RM",76,79,10000000.0,33000.0,25,180
220746,A. Živković,Andrija Živković,"RW, LW, RM",76,78,9500000.0,1000.0,24,169
220831,M. Malsa,Mickaël Ramon Malsa,"CM, CDM",76,81,11000000.0,25000.0,25,178
221714,A. Morelos,Alfredo José Morelos Aviléz,ST,76,81,11000000.0,51000.0,25,177
221841,A. Armstrong,Adam Armstrong,"ST, LW",76,82,12000000.0,46000.0,24,172
222368,A. Miranchuk,Anton Miranchuk,"LM, CAM, RM",76,79,10000000.0,42000.0,25,183
222404,M. Normann,Mathias Antonsen Normann,"CDM, CM",76,82,10500000.0,30000.0,25,179
222461,Rochinha,Diogo Filipe Rocha Costa,"LW, RW",76,77,9000000.0,13000.0,26,169
222715,Otávio,Otávio Henrique Passos Santos,"CDM, CM",76,78,8000000.0,23000.0,27,173
223113,K. Piątek,Krzysztof Piątek,ST,76,79,10000000.0,44000.0,26,183
223154,O. Tufan,Ozan Tufan,"CM, CDM, CAM",76,79,9500000.0,44000.0,26,179
223329,A. Conti,Andrea Conti,"RB, RM",76,77,8000000.0,32000.0,27,184
223627,O. Al Somah,Omar Jehad Al Somah,ST,76,76,6000000.0,40000.0,32,190
223690,S. Rochet,Sergio Ramón Rochet Álvarez,GK,76,78,6500000.0,1000.0,28,190
224116,Dyego Sousa,Dyego Wilverson Ferreira Sousa,ST,76,76,6500000.0,13000.0,31,190
224151,H. Martín,Henry Josué Martín Mex,ST,76,76,7500000.0,48000.0,28,177
224158,S. Amrabat,Sofyan Amrabat,"CDM, CM",76,79,9500000.0,36000.0,24,185
224396,Y. Gómez Andrade,Yeimar Pastor Gómez Andrade,CB,76,77,7000000.0,9000.0,29,187
224520,R. Kent,Ryan Kent,CF,76,81,11500000.0,46000.0,24,172
224540,E. Boateng,Emmanuel Okyere Boateng,ST,76,80,10500000.0,17000.0,25,175
224739,P. Olayinka,Peter Oladeji Olayinka,"LM, RM, ST",76,78,9500000.0,1000.0,25,188
224869,Bustinza,Unai Bustinza Martínez,"CB, RB",76,77,7000000.0,13000.0,29,175
225783,S. Mavididi,Stephy Alvaro Mavididi,"LM, ST",76,81,11500000.0,22000.0,23,182
225859,M. Niakhaté,Moussa Niakhaté,CB,76,79,9000000.0,21000.0,25,190
225863,O. Boscagli,Olivier Maxime Boscagli,"CB, LB, CDM",76,81,10000000.0,14000.0,23,181
225951,D. Bouanga,Denis Athanase Bouanga,"LM, ST, RM",76,77,9000000.0,30000.0,26,180
226093,C. Adams,Ché Adams,ST,76,81,11500000.0,46000.0,24,178
226229,T. Kehrer,Jan Thilo Kehrer,"CB, RB",76,81,10000000.0,49000.0,24,186
226268,F. Dimarco,Federico Dimarco,"LWB, LB, CB",76,81,10500000.0,58000.0,23,175
226377,G. Martínez,Gonzalo Nicolás Martínez,"CAM, RM, LM",76,76,7500000.0,38000.0,28,172
226601,Vitor Hugo,Vitor Hugo Franchescoli de Souza,CB,76,76,6000000.0,24000.0,30,187
226853,J. St. Juste,Jeremiah St. Juste,"CB, RB",76,80,9500000.0,19000.0,24,184
227222,F. Guilbert,Frédéric Guilbert,"RB, RWB",76,79,9000000.0,51000.0,26,178
227234,L. Tousart,Lucas Simon Pierre Tousart,"CDM, CM",76,81,10500000.0,31000.0,24,185
227236,A. Zambo Anguissa,André-Franck Zambo Anguissa,"CM, CDM",76,80,10500000.0,49000.0,25,184
227772,G. Giménez,Gastón Claudio Giménez,"CDM, CM",76,76,6500000.0,9000.0,29,188
228092,S. Berge,Sander Gard Bolin Berge,"CDM, CM",76,82,11000000.0,23000.0,23,195
228386,P. Cissé,Pape Abou Cissé,CB,76,81,10000000.0,1000.0,25,197
228579,B. Henrichs,Benjamin Henrichs,"RB, LB, RM",76,79,9500000.0,46000.0,24,183
228635,Borja Mayoral,Borja Mayoral Moya,ST,76,81,11500000.0,105000.0,24,182
228708,L. Martínez Quarta,Lucas Martínez Quarta,CB,76,83,13500000.0,40000.0,25,183
228747,O. Idrissi,Oussama Idrissi,LW,76,79,10000000.0,26000.0,25,175
228789,Robert Sanchéz,Robert Lynch Sanchéz,GK,76,82,9500000.0,31000.0,23,197
228819,M. Vargas,Matías Ezequiel Vargas Martín,"LM, LW",76,81,11500000.0,17000.0,24,168
229469,J. Meneses,Jean David Meneses Villarroel,"LM, RM, CM",76,76,7500000.0,25000.0,28,163
229517,Toni Villa,Laureano Antonio Villa Suárez,"LM, CAM, CM",76,77,9000000.0,12000.0,26,172
229862,Edu Expósito,Eduardo Expósito Jaén,"CDM, CM, CAM",76,83,14000000.0,10000.0,24,179
230020,P. Lees-Melou,Pierre Lees-Melou,CM,76,76,7500000.0,36000.0,28,186
230065,S. Serdar,Suat Serdar,"CM, CDM",76,81,11500000.0,35000.0,24,184
230189,Silas Almeim,Silas Enaldo Barros de Almeida,"LB, LM",76,76,6500000.0,14000.0,29,177
230280,Antonaldinho,Antonaldo David Machado Chagas,CB,76,76,3600000.0,30000.0,33,188
230317,Fred Aníbão,Fred Marcos Aníbal Dias,GK,76,76,5000000.0,13000.0,29,192
230318,Nelsildo Reis,Nelson Arturo Reis Lopes,GK,76,79,8000000.0,7000.0,21,190
230328,Pierrino Faria,Pierre Tomás Torres De Faria,GK,76,76,825000.0,13000.0,37,190
230348,Lafortiscinho,Erick Sebastião Laforte Medeiros,LB,76,76,6500000.0,23000.0,29,178
230373,Nicolás Filhei,Nicolás Evandro Filheiro Stein,"CM, CAM",76,76,8500000.0,34000.0,25,172
230425,Rubem Esteiro,Rubem Thomas Esteiro Branco,"RM, CM",76,76,4700000.0,35000.0,33,179
230453,David Seijalbo,David Jefferson Seijalbo Vaz,CDM,76,76,7500000.0,29000.0,25,176
230457,Gabrisco Aníbal,Gabriel Jairo Aníbal Rangel,"CDM, CM",76,76,6500000.0,17000.0,29,182
230463,Simão Acunha,Simão Alvin Acunha Bardini,"CAM, CF",76,76,4700000.0,33000.0,33,178
230475,Adilson Edrada,Adilson Patrick Edrada Pereira,CAM,76,76,7500000.0,27000.0,29,176
230613,A. Diawara,Amadou Diawara,"CDM, CM",76,78,9000000.0,35000.0,23,183
230727,G. Larsonneur,Gautier Larsonneur,GK,76,79,8000000.0,12000.0,24,181
231366,P. Lienhart,Philipp Lienhart,CB,76,79,9000000.0,21000.0,24,189
231390,Diogo Gonçalves,Diogo António Cupido Gonçalves,"RM, RWB",76,82,12000000.0,12000.0,24,178
231416,D. Lukébakio,Dodi Lukébakio,"RM, ST",76,81,11500000.0,35000.0,23,187
231936,B. White,Benjamin White,"CB, CM",76,85,15500000.0,52000.0,23,185
232381,Wesley,Wesley Moraes Ferreira da Silva,ST,76,80,11000000.0,54000.0,24,191
232498,Isi,Isaac Palazón Camacho,"RM, LM, CAM",76,76,8000000.0,20000.0,26,169
232639,R. Doan,堂安 律,"RM, CAM",76,82,12000000.0,15000.0,23,172
233493,J. Sánchez,Jorge Eduardo Sánchez Ramos,RB,76,79,9500000.0,33000.0,23,175
233556,R. Orsolini,Riccardo Orsolini,"CAM, RW",76,82,12000000.0,27000.0,24,183
233631,A. Ndiaye,Amath Ndiaye Diedhiou,"LM, ST, RM",76,79,10000000.0,22000.0,24,173
233848,J. Hauge,Jens Petter Hauge,LM,76,83,15000000.0,26000.0,21,184
233959,S. Villa,Sebastián Villa Cano,"RM, LW, LM",76,79,10000000.0,16000.0,25,179
234078,O. Mangala,Orel Mangala,"CM, CDM",76,81,11500000.0,23000.0,23,178
234171,R. Sallai,Roland Sallai,"RM, CF",76,79,10000000.0,23000.0,24,183
234574,Diogo Dalot,José Diogo Dalot Teixeira,"RB, LB",76,82,11500000.0,68000.0,22,184
234711,J. Brekalo,Josip Brekalo,"LM, CF",76,80,11000000.0,44000.0,23,175
234826,Toni Martínez,Antonio Martínez López,ST,76,83,15000000.0,13000.0,24,187
235008,L. Robertone,Lucas Gastón Robertone,"CAM, CM, CDM",76,83,15000000.0,11000.0,24,175
235149,J. Schouten,Jerdy Schouten,"CDM, CM",76,81,10500000.0,24000.0,24,185
235183,C. Acevedo,Carlos Acevedo López,GK,76,82,9500000.0,15000.0,25,184
235424,D. Samassékou,Diadié Samassékou,"CDM, CM",76,79,9000000.0,28000.0,25,175
235619,M. Edwards,Marcus Edwards,RW,76,84,17000000.0,11000.0,22,168
235875,Pol Lirola,Pol Mikel Lirola Kosok,"RWB, RM, RB",76,79,9500000.0,27000.0,23,183
235944,Brais Méndez,Brais Méndez Portela,"RM, CM, ST",76,82,12000000.0,20000.0,24,187
236221,D. Brašanac,Darko Brašanac,"CM, CDM, RM",76,76,7500000.0,28000.0,29,178
236264,P. Aquino,Pedro Jesús Aquino Sánchez,"CDM, CM",76,80,9500000.0,39000.0,26,175
236276,A. Danjuma,Arnaut Danjuma Groeneveld,"LW, LM, ST",76,80,11000000.0,28000.0,24,178
236679,Melendo,Óscar Melendo Jiménez,"CAM, RM, ST",76,81,11500000.0,17000.0,23,167
236920,J. Kluivert,Justin Kluivert,"LM, RM",76,83,15000000.0,39000.0,22,172
237043,R. Alvarado,Roberto Carlos Alvarado Hernández,"RM, LM, CAM",76,83,15000000.0,48000.0,22,176
237135,Davidson,Davidson Da Luz Pereira,"LM, LW",76,76,7000000.0,16000.0,30,177
237184,K. Bare,Keidi Bare,"CDM, CM",76,82,11000000.0,15000.0,23,174
237646,D. Muñoz,Daniel Muñoz Mejía,"RB, CB, CDM",76,80,9500000.0,15000.0,25,180
238033,F. Niță,Florin Constantin Niţă,GK,76,76,2400000.0,850.0,33,184
238095,N. Milenković,Nikola Milenković,"CB, RB",76,83,14000000.0,36000.0,23,195
238227,K. Diatta,Krépin Diatta,RM,76,83,15000000.0,38000.0,22,175
239580,Bremer,Gleison Bremer Silva Nascimento,CB,76,82,11000000.0,31000.0,24,188
239890,O. Kabak,Ozan Muhammed Kabak,CB,76,85,15500000.0,9000.0,21,186
239956,M. Boadu,Myron Boadu,ST,76,85,16500000.0,36000.0,20,183
240273,E. Smith Rowe,Emile Smith Rowe,CAM,76,86,16500000.0,49000.0,20,182
240458,Ander Guevara,Ander Guevara Lajo,"CM, CDM",76,82,12000000.0,26000.0,23,180
240716,M. Olivera,Mathías Olivera Miramontes,"LB, LM",76,84,16000000.0,21000.0,23,184
240754,Y. Atal,Youcef Atal,"RB, RM",76,80,9500000.0,26000.0,25,175
240915,Miranda,Juan Miranda González,"LB, LWB",76,84,16000000.0,15000.0,21,185
241187,L. Geertruida,Lutsharel Geertruida,"RB, CB",76,84,15500000.0,8000.0,20,185
241497,C. Dagba,Colin Dagba,RB,76,80,10000000.0,49000.0,22,170
241707,P. Gueye,Pape Alassane Gueye,"CDM, CM",76,83,14500000.0,27000.0,22,187
241907,D. Rossi,Diego Martín Rossi Marachlian,"LW, ST, RW",76,84,16500000.0,9000.0,23,170
242118,S. Córdova,Francisco Sebastián Córdova Reyes,"LM, RM, CM",76,82,12000000.0,37000.0,24,174
242348,Loren,Lorenzo Jesús Morón García,ST,76,77,9000000.0,25000.0,27,188
242374,M. Barrow,Musa Barrow,"CAM, ST",76,83,15000000.0,37000.0,22,183
242380,Stephen Eustáquio,Stephen Antunes Eustáquio,"CDM, CM",76,82,11000000.0,9000.0,24,178
242578,B. Badiashile,Benoît Badiashile Mukinayi,CB,76,84,15500000.0,29000.0,20,194
242663,S. Bornauw,Sebastiaan Bornauw,CB,76,82,11000000.0,40000.0,22,191
242664,A. Saelemaekers,Alexis Saelemaekers,"RW, RM",76,81,11500000.0,34000.0,22,180
242816,Riqui Puig,Ricard Puig Martí,CM,76,85,17000000.0,75000.0,21,169
243007,L. Masopust,Lukáš Masopust,"RM, RB",76,76,7500000.0,1000.0,28,179
244261,L. Majer,Lovro Majer,"CAM, CM, RM",76,84,16500000.0,36000.0,23,179
244316,Luís Maximiano,Luís Manuel Arantes Maximiano,GK,76,83,13000000.0,14000.0,22,190
244373,V. Buyalskyi,Vitaliy Buyalskyi,"CM, CAM",76,76,7500000.0,1000.0,28,175
244374,M. Shaparenko,Mykola Shaparenko,"CM, CAM",76,84,17000000.0,900.0,22,177
244380,V. Mykolenko,Vitaliy Mykolenko,LB,76,83,14500000.0,850.0,22,180
244393,Gonzalo Villar,Gonzalo Villar del Fraile,"CM, CDM",76,83,15000000.0,39000.0,23,181
244749,N. Aguerd,Nayef Aguerd,CB,76,80,9500000.0,36000.0,25,188
244778,Trincão,Francisco António Machado Mota Castro Trincão,"RW, RM",76,85,17000000.0,84000.0,21,183
244915,M. Salisu,Mohamed Salisu Abdul Karim,CB,76,84,15500000.0,38000.0,22,191
244960,Bruno Costa,Bruno Xavier Almeida Costa,CM,76,83,15000000.0,12000.0,24,174
245388,J. Todibo,Jean-Clair Dimitri Roger Todibo,CB,76,84,15500000.0,20000.0,21,190
246618,A. Hložek,Adam Hložek,"ST, LM, RM",76,87,16000000.0,500.0,18,188
246708,G. Masouras,Giorgios Masouras,"RM, RW, LW",76,76,8000000.0,1000.0,27,184
246785,Bryan Gil,Bryan Gil Salvatierra,"LM, RM, CAM",76,86,16500000.0,52000.0,20,175
246791,M. Solomon,Manor Solomon,"RM, LM, CAM",76,86,17000000.0,800.0,21,170
247641,Tete,Mateus Cardoso Lemos Martins,RM,76,86,17000000.0,800.0,21,175
251221,L. Kalvach,Lukáš Kalvach,"CDM, CM",76,80,9500000.0,1000.0,25,183
251528,Z. Sanusi,Zaidu Sanusi,LB,76,83,14500000.0,11000.0,24,182
251566,Gabriel Martinelli,Gabriel Teodoro Martinelli Silva,"LM, LW",76,88,18000000.0,49000.0,20,179
251804,S. Dest,Sergiño Gianni Dest,"RB, RM",76,85,15500000.0,67000.0,20,175
253004,Ansu Fati,Anssumane Fati,LW,76,90,17500000.0,44000.0,18,178
253072,D. Núñez,Darwin Gabriel Núñez Ribeiro,ST,76,85,17000000.0,13000.0,22,187
253124,Matheus Nunes,Matheus Luiz Nunes,CM,76,85,17000000.0,12000.0,22,183
253290,M. Viña,Matías Viña,LB,76,82,11000000.0,35000.0,23,181
257179,Gonçalo Inácio,Gonçalo Bernardo Inácio,CB,76,86,15000000.0,7000.0,19,186
137242,L. Jiménez,Luis Antonio Jiménez Garcés,"CAM, CF",75,75,1800000.0,4000.0,37,183
138703,A. D'Alessandro,Andrés Nicolás D'Alessandro,"CAM, RM",75,75,,900.0,40,174
142707,L. López,Lisandro López,ST,75,75,1900000.0,15000.0,38,174
142902,A. Pyatov,Andriy Pyatov,GK,75,75,625000.0,500.0,37,190
146947,Vesga,Mikel Vesga Arruti,CM,75,75,5500000.0,25000.0,28,191
149185,F. Magnanelli,Francesco Magnanelli,CDM,75,75,1100000.0,19000.0,36,181
152879,M. Noble,Mark Noble,"CM, CDM, CAM",75,75,2600000.0,55000.0,34,177
152912,J. Sand,José Gustavo Sand,ST,75,75,,13000.0,40,182
153048,M. Eikrem,Magnus Wolff Eikrem,CAM,75,75,5500000.0,8000.0,30,184
153275,J. Leca,Jean-Louis Leca,GK,75,75,625000.0,13000.0,35,180
156412,J. Corona,José de Jesús Corona Rodríguez,GK,75,75,625000.0,23000.0,40,184
157301,R. Babel,Ryan Guno Babel,"LM, ST",75,75,2600000.0,47000.0,34,185
157304,T. Vermaelen,Thomas Vermaelen,CB,75,75,1500000.0,7000.0,35,183
158144,Salva Sevilla,Salvador Sevilla López,"CDM, CM",75,75,1100000.0,16000.0,37,178
158626,M. Debuchy,Mathieu Debuchy,RB,75,75,1700000.0,5000.0,35,176
161938,M. Boselli,Mauro Boselli,ST,75,75,1900000.0,900.0,36,185
162328,R. Pasveer,Remko Pasveer,GK,75,75,625000.0,8000.0,37,188
163301,J. Orozco,Jonathan Emmanuel Orozco Domínguez,GK,75,75,625000.0,10000.0,35,184
164878,L. Refaelov,Lior Refaelov,"CF, CAM, ST",75,75,2400000.0,18000.0,35,175
165536,G. Cabral,Gustavo Daniel Cabral Cáceres,CB,75,75,1500000.0,12000.0,35,184
169595,D. Rose,Danny Rose,LB,75,75,4800000.0,42000.0,30,174
169697,D. Randolph,Darren Randolph,GK,75,75,950000.0,40000.0,34,188
171828,I. Scocco,Ignacio Martín Scocco,ST,75,75,1900000.0,13000.0,36,176
171875,C. Erkin,Caner Erkin,"LB, LM",75,75,3900000.0,14000.0,32,181
171972,J. McArthur,James McArthur,"CM, CDM",75,75,3500000.0,46000.0,33,178
171975,G. Bergessio,Gonzalo Rubén Bergessio,ST,75,75,1900000.0,1000.0,36,179
172203,F. Forster,Fraser Forster,GK,75,75,1800000.0,34000.0,33,201
173030,Ó. Trejo,Óscar Guido Trejo,"CDM, CAM, CM",75,75,2800000.0,18000.0,33,180
173546,J. Tomkins,James Tomkins,CB,75,75,3600000.0,42000.0,32,192
175895,V. Odjidja-Ofoe,Vadis Odjidja-Ofoe,"CM, CDM, CAM",75,75,4400000.0,22000.0,32,185
175932,R. De Laet,Ritchie Ria Alfons De Laet,"CB, LB, RM",75,75,3600000.0,19000.0,32,186
176376,I. Piatti,Ignacio Piatti,"CAM, CM, LM",75,75,1800000.0,14000.0,36,180
176693,J. Babin,Jean-Sylvain Claude Babin,CB,75,75,1800000.0,10000.0,34,183
176733,M. Berg,Bengt Erik Marcus Berg,"ST, CF",75,75,2700000.0,7000.0,34,184
176944,M. Fellaini,Marouane Fellaini-Bakkioui,"CM, CDM",75,75,3500000.0,19000.0,33,194
177019,F. Lustenberger,Fabian Lustenberger,"CB, CDM",75,75,2700000.0,15000.0,33,182
177358,M. Schneiderlin,Morgan Schneiderlin,"CDM, CM",75,75,3900000.0,26000.0,31,186
178090,D. Biseswar,Diego Marvin Biseswar,"CAM, LM",75,75,3500000.0,1000.0,33,176
178091,S. Okaka,Stefano Okaka Chuka,ST,75,75,4800000.0,36000.0,31,186
178253,Ivo,Olívio Da Rosa,CM,75,75,2600000.0,15000.0,34,173
178424,Antunes,Vitorino Gabriel Pacheco Antunes,"LB, LWB",75,75,2100000.0,10000.0,34,176
179752,Ó. Cardozo,Oscar René Cardozo Marín,ST,75,75,1900000.0,1000.0,38,193
179847,F. Fazio,Federico Julián Fazio,CB,75,75,1800000.0,39000.0,34,195
180175,Alexandre Pato,Alexandre Rodrigues da Silva,"ST, LW, CAM",75,75,4800000.0,10000.0,31,175
180819,A. Lallana,Adam David Lallana,"CM, CAM, RW",75,75,3500000.0,49000.0,33,178
181271,B. Dočkal,Bořek Dočkal,"CAM, CM",75,75,4500000.0,1000.0,32,182
183129,C. Clark,Ciaran Clark,CB,75,75,3800000.0,33000.0,31,185
183285,M. Sakho,Mamadou Sakho,CB,75,75,3800000.0,22000.0,31,187
183376,L. Fejsa,Ljubomir Fejsa,"CDM, CM",75,75,3700000.0,32000.0,32,183
183427,F. Delph,Fabian Delph,"CDM, CM, LB",75,75,3900000.0,58000.0,31,174
183580,N. Petersen,Nils Petersen,ST,75,75,4600000.0,28000.0,32,188
183714,S. Terodde,Simon Terodde,ST,75,75,3600000.0,14000.0,33,192
183895,M. Moralez,Maximiliano Nicol Moralez,"CAM, CM",75,75,2600000.0,9000.0,34,158
184111,C. Benteke,Christian Benteke Liolo,ST,75,75,5500000.0,50000.0,30,190
184575,R. Alessandrini,Romain Alessandrini,"ST, RM",75,75,4600000.0,16000.0,32,173
184606,Fábio Pacheco,Fábio José Ferreira Pacheco,"CDM, CM",75,75,2800000.0,13000.0,33,180
184873,I. Traoré,Ismaël Traoré,CB,75,75,1800000.0,20000.0,34,184
184881,S. Feghouli,Sofiane Feghouli,"RM, CM, RW",75,75,4700000.0,47000.0,31,176
184999,Maurício,Maurício José da Silveira Júnior,"CDM, CM",75,75,3700000.0,850.0,32,180
185068,J. Russell,Johnny Russell,RW,75,75,4700000.0,10000.0,31,178
185174,A. Poli,Andrea Poli,"CDM, CM",75,75,3900000.0,16000.0,31,182
185195,O. Ighalo,Odion Jude Ighalo,ST,75,75,4600000.0,34000.0,32,183
185422,J. King,Joshua Christian Kojo King,"ST, LM",75,75,5500000.0,52000.0,29,184
185431,N. Kalinić,Nikola Kalinić,ST,75,75,3600000.0,27000.0,33,187
186347,M. Rybus,Maciej Rybus,LB,75,75,4100000.0,38000.0,31,173
186351,L. Fer,Leroy Johan Fer,"CDM, CB",75,75,3900000.0,14000.0,31,188
186551,F. Navarro,Fernando Navarro Morán,"RB, CM",75,75,3900000.0,21000.0,32,165
186569,S. Ulreich,Sven Ulreich,GK,75,75,2800000.0,41000.0,32,192
186684,Kiko Olivas,Francisco José Olivas Alba,CB,75,75,3600000.0,11000.0,32,186
186905,A. Barnes,Ashley Luke Barnes,ST,75,75,4800000.0,35000.0,31,186
188038,O. Čelůstka,Ondřej Čelůstka,CB,75,75,3600000.0,1000.0,32,186
188268,L. Acosta,Lautaro Germán Acosta,"LW, RW, LM",75,75,3500000.0,18000.0,33,169
188942,V. Wanyama,Victor Wanyama,"CDM, CM",75,75,4700000.0,8000.0,30,188
189165,J. Shelvey,Jonjo Shelvey,"CM, CDM",75,75,5500000.0,37000.0,29,184
189177,J. Fleck,John Fleck,CM,75,75,5500000.0,29000.0,29,170
189218,R. Jack,Ryan Jack,"CM, CDM",75,75,5500000.0,48000.0,29,182
189224,Júnior Negão,Gleidionor Figueiredo Pinto Júnior,ST,75,75,2700000.0,11000.0,34,187
189296,E. Berisha,Etrit Berisha,GK,75,75,2800000.0,28000.0,32,194
189324,A. McCarthy,Alex McCarthy,GK,75,75,3000000.0,34000.0,31,193
189433,B. Hübner,Benjamin Hübner,CB,75,75,3800000.0,28000.0,31,193
189456,L. Cooper,Liam Cooper,CB,75,75,4700000.0,60000.0,29,188
189485,Diego Farías,Diego Farías da Silva,"LW, CF, ST",75,75,4700000.0,32000.0,31,173
189860,Kiko Femenía,Francisco Femenía Far,"RB, LB",75,75,4800000.0,42000.0,30,174
189908,Ł. Skorupski,Łukasz Skorupski,GK,75,76,4200000.0,22000.0,30,187
190059,S. Zuber,Steven Zuber,"LM, CM, LWB",75,75,5500000.0,1000.0,29,182
190113,M. Günok,Fehmi Mert Günok,GK,75,75,2800000.0,28000.0,32,196
190223,Balenziaga,Mikel Balenziaga Oruesagasti,"LB, CB",75,75,2900000.0,22000.0,33,177
190324,C. Kabasele,Christian Kabasele,CB,75,75,4600000.0,42000.0,30,188
190456,N. Clyne,Nathaniel Edwin Clyne,RB,75,75,4800000.0,42000.0,30,175
190544,A. Ljajić,Adem Ljajić,"CAM, CM, LM",75,75,5500000.0,40000.0,29,182
190581,U. Dávila,Ulises Alejandro Dávila Plascencia,"CAM, RM, ST",75,75,5500000.0,6000.0,30,172
190734,G. Makaridze,Giorgi Makaridze,GK,75,75,3000000.0,9000.0,31,194
190778,J. Zoet,Jeroen Zoet,GK,75,75,3700000.0,13000.0,30,189
191076,J. Guðmundsson,Johann Berg Guðmunds­son,"RM, LM",75,75,5500000.0,32000.0,30,179
191135,L. Júnior,Junior Wakalible Lago,"LM, RM",75,75,5500000.0,24000.0,30,180
191164,F. Martínez,Fidel Francisco Martínez Tenorio,"ST, LM, RM",75,75,4800000.0,23000.0,31,179
192086,A. Kokorin,Aleksandr Kokorin,"ST, RW",75,75,5500000.0,48000.0,30,184
192129,K. Nordfeldt,Bo Kristoffer Nordfeldt,GK,75,75,2800000.0,7000.0,32,188
192270,Johnathan,Johnathan Aparecido da Silva,"ST, CAM",75,75,4800000.0,7000.0,31,184
192427,Júnior Caiçara,Uílson de Souza Paula Júnior,RB,75,75,3900000.0,30000.0,32,172
192667,A. Nyom,Allan-Roméo Nyom,"RM, LB, RB",75,75,3500000.0,25000.0,33,189
