,sofifa_id,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,height_cm
3363,212023,R. Berić,Robert Berić,ST,72,72,2300000.0,7000.0,30,188
3364,212035,J. Bela,Jérémie Bela,"LM, RM, LWB",72,72,2400000.0,18000.0,28,173
3365,212045,C. Højer,Casper Højer Nielsen,LB,72,74,2700000.0,750.0,26,184
3366,212100,M. Lowe,Max Lowe,"LB, LWB",72,79,4500000.0,16000.0,24,175
3367,212107,A. Jahović,Adis Jahović,ST,72,72,1100000.0,12000.0,34,191
3368,212196,P. Sisto,Pione Sisto Ifolo Emirmija,"LW, LM",72,73,2800000.0,21000.0,26,171
3369,212205,N. Storm,Nikola Storm,"LM, RM",72,73,2800000.0,11000.0,26,178
3370,212226,D. Nistor,Dan Nicolae Nistor,"CM, CDM, CAM",72,72,1400000.0,12000.0,33,174
3371,212230,Iuri Medeiros,Iuri José Picanço Medeiros,RM,72,72,2600000.0,11000.0,26,175
3372,212321,J. Meffert,Jonas Meffert,"CDM, CM",72,73,2500000.0,10000.0,26,186
3373,212607,M. Chanot,Maxime Chanot,CB,72,72,1600000.0,6000.0,31,186
3374,212618,F. Aristeguieta,Fernando Luis Aristeguieta de Luca,ST,72,72,2300000.0,8000.0,29,188
3375,212778,Kwon Kyung Won,권경원 权敬源,"CB, CDM",72,72,2000000.0,5000.0,29,188
3376,213114,D. Rolán,Diego Alejandro Rolan Silva,"ST, LM, CAM",72,72,2400000.0,10000.0,28,175
3377,213134,L. Öztunalı,Levin Mete Öztunali,"RM, RW, CM",72,73,2800000.0,20000.0,25,184
3378,213302,I. Tajouri-Shradi,Ismael Tajouri-Shradi,"RW, RM",72,72,2500000.0,7000.0,27,170
3379,213439,J. Osorio,Jonathan Osorio,"CM, CDM, LM",72,72,2300000.0,7000.0,29,175
3380,213530,N. Poulsen,Nicolai Søberg Poulsen,CDM,72,73,2400000.0,11000.0,27,180
3381,213573,M. Gersbeck,Marius Gersbeck,GK,72,74,2200000.0,9000.0,26,187
3382,213582,A. Ruiz,Alan Nahuel Ruiz,"CAM, CF, ST",72,72,2500000.0,9000.0,27,183
3383,213697,P. McNair,Patrick James Coleman McNair,"CB, CDM, CM",72,77,3100000.0,19000.0,26,183
3384,213711,A. Rocha,Aldo Paul Rocha González,"CM, CDM",72,72,2300000.0,11000.0,28,170
3385,213732,A. Selikhov,Aleksandr Selikhov,GK,72,74,2100000.0,26000.0,27,190
3386,213746,Arsénio,Arsénio Martins Lafuente Nunes,RM,72,72,1900000.0,6000.0,31,180
3387,213813,A. Fransson,Alexander Martin Fransson,CM,72,73,2700000.0,6000.0,27,180
3388,213815,M. Uhre,Mikael Uhre,ST,72,74,2900000.0,13000.0,26,188
3389,213846,C. Suárez,Cristian Fernando Suarez Figueroa,"CB, LB, RB",72,72,750000.0,4000.0,34,179
3390,213871,K. Junker,Kasper Junker,ST,72,73,2700000.0,11000.0,27,186
3391,213938,D. Biraschi,Davide Biraschi,"CB, RB, RM",72,74,2600000.0,12000.0,26,182
3392,214006,Y. Candelo,Yerson Candelo Miranda,"RM, RB",72,72,2300000.0,2000.0,29,172
3393,214196,D. Bocanegra,Daniel Eduardo Bocanegra Ortíz,"CB, RB, CDM",72,72,750000.0,850.0,34,182
3394,214302,C. Baeza,Claudio Andrés Baeza Baeza,"CDM, CM, CB",72,75,2700000.0,14000.0,27,171
3395,214421,F. Hinestroza,Fredy Hinestroza Arias,"LM, RM",72,72,1900000.0,3000.0,31,178
3396,214515,M. Piedrahita,Marlon Javier Piedrahita Londoño,RB,72,72,525000.0,2000.0,36,175
3397,214937,L. Villalba,Lucas Hernán Villalba,"LB, CB",72,73,2500000.0,10000.0,26,180
3398,214973,L. Villafañez,Lucas Martín Villafáñez,"CAM, RW, LW",72,72,2300000.0,700.0,29,171
3399,214983,M. Ibáñez,Matías Alejandro Ibáñez Basualdo,GK,72,72,400000.0,9000.0,34,190
3400,215010,E. Brítez,Emanuel Brítez,"CB, LB, RB",72,72,2000000.0,11000.0,29,180
3401,215018,B. Alemán,Brahian Milton Alemán Athaydes,"CAM, RM, LM",72,72,1900000.0,13000.0,31,176
3402,215050,D. Braghieri,Diego Luis Braghieri,CB,72,72,750000.0,12000.0,34,186
3403,215062,E. Zelaya,Emilio José Zelaya,ST,72,72,1500000.0,17000.0,33,186
3404,215079,P. Pérez,Pablo Javier Pérez,"CM, CDM",72,72,950000.0,9000.0,35,179
3405,215089,E. Kalinski,Enzo Maximiliano Kalinski,"CDM, CM",72,72,800000.0,10000.0,34,184
3406,215144,E. Insúa,Emanuel Mariano Insúa Zapata,"LB, LWB, LM",72,72,2000000.0,900.0,30,182
3407,215162,A. Donatti,Alejandro César Donatti,CB,72,72,750000.0,10000.0,34,192
3408,215331,L. Jara,Leonardo Rafael Jara,"RB, RM",72,72,2000000.0,10000.0,30,183
3409,215437,D. Fisher,Darnell Fisher,RB,72,73,2500000.0,19000.0,27,175
3410,215565,M. Miazga,Matthew Miazga,CB,72,75,2800000.0,51000.0,25,193
3411,215569,Unai García,Unai García Lugea,CB,72,73,2200000.0,18000.0,28,186
3412,215604,C. Brunner,Cédric Brunner,"RB, CB",72,72,2300000.0,16000.0,27,180
3413,215665,Filipe Ferreira,Filipe Miguel Neves Ferreira,LB,72,72,2000000.0,10000.0,30,178
3414,215703,Marlon,Marlon Santos da Silva Barbosa,CB,72,77,3100000.0,650.0,25,182
3415,215965,C. Strandberg,Sergio Carlos Strandberg,ST,72,75,3100000.0,16000.0,25,187
3416,216019,D. Musto,Damián Marcelo Musto,CDM,72,72,800000.0,850.0,34,182
3417,216229,R. Dugimont,Rémy Dugimont,"LM, CAM, ST",72,72,950000.0,5000.0,35,182
3418,216275,P. Mwene,Phillipp Mwene,"RB, LB",72,72,2300000.0,12000.0,27,172
3419,216325,A. Gunn,Angus Gunn,GK,72,76,2600000.0,17000.0,25,196
3420,216334,P. Gerkens,Pieter Gerkens,"CM, CAM, CF",72,74,2900000.0,15000.0,26,180
3421,216351,D. Antolić,Domagoj Antolić,"CM, CDM, CAM",72,72,2200000.0,16000.0,30,180
3422,216391,Erik,Erik Nascimento de Lima,"ST, RM, LM",72,73,2800000.0,9000.0,26,170
3423,216682,D. Hotto,Deon Hotto Kavendji,"LW, ST, RW",72,72,2300000.0,850.0,30,170
3424,216749,Carlos Mané,Carlos Manuel Cardoso Mané,"RW, LW",72,72,2500000.0,12000.0,27,173
3425,217168,J. Abella,José Javier Abella Fanjul,RB,72,73,2500000.0,10000.0,27,176
3426,217605,L. Lerager,Lukas Reiff Lerager,CM,72,72,2500000.0,15000.0,27,188
3427,217731,Sandro,Sandro Ramírez Castillo,ST,72,75,3100000.0,10000.0,25,175
3428,217805,A. Martín Arias,Alexis Martín Arias,GK,72,74,2000000.0,2000.0,28,185
3429,217826,J. Laurent,Josh Laurent,"CDM, CM",72,75,2800000.0,19000.0,26,188
3430,217998,C. Arango,Cristian Daniel Arango Duque,"ST, CAM",72,73,2800000.0,7000.0,26,178
3431,218744,J. Byrne,Jack Byrne,"RW, CAM, RM",72,75,3100000.0,1000.0,25,175
3432,219167,S. Vittor,Sergio Javier Vittor,"CB, CDM",72,72,1500000.0,14000.0,32,189
3433,219411,J. Izquierdo,José Heriberto Izquierdo Mena,"LM, LW",72,72,2400000.0,18000.0,28,171
3434,219571,Camarasa,Víctor Camarasa Ferrando,"CM, CAM, RM",72,73,2700000.0,16000.0,27,183
3435,219637,Cantero,Ander Cantero Armendáriz,GK,72,77,2700000.0,7000.0,26,189
3436,219680,C. Hountondji,Cédric Hountondji,CB,72,74,2500000.0,13000.0,27,195
3437,219688,Marcos Mauro,Marcos Mauro López Gutiérrez,CB,72,72,1900000.0,19000.0,30,190
3438,219754,Bruno Varela,Bruno Miguel Semedo Varela,GK,72,74,2200000.0,6000.0,26,191
3439,219793,T. Didillon,Thomas Didillon,GK,72,76,2600000.0,7000.0,25,189
3440,219984,M. Aramu,Mattia Aramu,"CAM, ST, RW",72,73,2800000.0,15000.0,26,180
3441,220048,S. Scuffet,Simone Scuffet,GK,72,75,2400000.0,650.0,25,193
3442,220528,G. Tutino,Gennaro Tutino,"ST, LW",72,77,3600000.0,21000.0,24,177
3443,220739,J. Sornoza,Júnior Nazareno Sornoza Moreira,CAM,72,73,2700000.0,850.0,27,170
3444,220785,A. Čolak,Antonio-Mirko Čolak,ST,72,72,2500000.0,1000.0,27,188
3445,220815,J. Narváez,Juan José Narváez Solarte,"ST, LM",72,75,3100000.0,9000.0,26,180
3446,220968,A. El Messaoudi,Ahmed El Messaoudi,"CM, CAM, CDM",72,75,3100000.0,11000.0,25,184
3447,221120,R. Vloet,Rai Vloet,CAM,72,74,2900000.0,7000.0,26,188
3448,221250,G. Poblete,Gerónimo Gastón Poblete,"CDM, CM",72,72,2100000.0,11000.0,28,173
3449,221282,J. Stacey,Jack Stacey,"RB, RWB",72,77,3200000.0,21000.0,25,178
3450,221370,M. Al Buraik,Mohammed Ibrahim Al Burayk,RB,72,72,2100000.0,25000.0,28,173
3451,221488,R. Hollingshead,Ryan Hollingshead,"LB, RB, CB",72,72,2000000.0,6000.0,30,185
3452,221564,N. Leiva,Matías Nahuel Leiva Esquivel,"LM, ST",72,78,3700000.0,7000.0,24,176
3453,221600,M. Clarke,Matt Clarke,CB,72,76,3000000.0,29000.0,24,185
3454,221740,E. Crivelli,Enzo Crivelli,"ST, LW",72,74,2900000.0,27000.0,26,184
3455,221753,M. Sobottka,Marcel Sobottka,"CDM, CM",72,73,2400000.0,16000.0,27,185
3456,221797,E. Thommy,Erik Thommy,"LM, RM, CAM",72,72,2600000.0,19000.0,26,175
3457,221860,C. Gruezo,Carlos Armando Gruezo Arboleda,"CDM, CM",72,75,2800000.0,16000.0,26,173
3458,221890,J. Fulton,Jay Fulton,"CDM, CM",72,74,2500000.0,19000.0,27,182
3459,221908,L. Morgan,Lewis Morgan,"RM, RW",72,76,3400000.0,6000.0,24,178
3460,221912,Kang Hyeon Mu,강현무 姜贤茂,GK,72,74,2200000.0,5000.0,26,185
3461,221944,P. Michorl,Peter Michorl,"CM, CF",72,74,2900000.0,19000.0,26,176
3462,222022,L. Di Plácido,Leonel Di Plácido,"RB, RWB, RM",72,73,2500000.0,12000.0,27,176
3463,222204,Cao Yunding,曹赟定,"LM, LW",72,72,1900000.0,12000.0,31,173
3464,222411,J. Prior,Jérôme Prior,GK,72,75,2400000.0,5000.0,25,187
3465,222457,B. Mensah,Bernard Mensah,"CAM, CM",72,75,3100000.0,11000.0,26,180
3466,222464,Sivera,Antonio Sivera Salvá,GK,72,78,3000000.0,10000.0,24,184
3467,222521,O. Hüsing,Oliver Hüsing,CB,72,72,2000000.0,17000.0,28,193
3468,222546,L. Zingerle,Leopold Zingerle,GK,72,73,2000000.0,9000.0,27,185
3469,222553,S. Griesbeck,Sebastian Griesbeck,CDM,72,72,2000000.0,16000.0,30,189
3470,222734,Kang Sang Woo,강상우 姜祥佑,"LB, LW",72,73,2500000.0,6000.0,27,176
3471,222836,R. Ledson,Ryan Ledson,"CDM, CM",72,77,3200000.0,19000.0,23,175
3472,222982,A. Blin,Alexis Blin,"CDM, CM",72,74,2700000.0,3000.0,24,184
3473,222987,H. Yamaguchi,山口 蛍,"CDM, CM",72,72,2000000.0,7000.0,30,173
3474,223017,Ö. Şahiner,Ömer Ali Şahiner,"RM, RB, ST",72,72,2300000.0,26000.0,29,175
3475,223033,Jorge Meré,Jorge Meré Pérez,CB,72,77,3200000.0,15000.0,24,182
3476,223072,J. Báez,Cristian Javier Báez,"CB, RB",72,72,1900000.0,850.0,30,180
3477,223097,F. Cristaldo,Franco Sebastián Cristaldo,"CM, RM",72,75,3200000.0,9000.0,24,170
3478,223136,Y. Erdoğan,Yusuf Erdoğan,"RM, LM",72,72,2400000.0,12000.0,28,171
3479,223138,A. Briançon,Anthony Briançon,CB,72,74,2600000.0,6000.0,26,185
3480,223159,R. Dickie,Robert Dickie,CB,72,77,3100000.0,12000.0,25,195
3481,223206,C. Ortiz,Cristian Jonatan Ortiz,"CF, ST, LM",72,72,2400000.0,18000.0,28,169
3482,223231,F. Tănase,Florin Lucian Tănase,"CF, CAM, ST",72,72,2600000.0,14000.0,26,185
3483,223247,N. Acevedo,Nelson Fernando Acevedo,"CM, CDM",72,72,1800000.0,9000.0,32,170
3484,223284,P. Martinez,Pablo Martinez,CB,72,72,1500000.0,6000.0,32,182
3485,223495,I. Rossi,Iván Rossi,"CDM, CM",72,73,2400000.0,8000.0,27,183
3486,223641,T. Baumgartl,Timo Baumgartl,CB,72,76,2900000.0,11000.0,25,190
3487,223652,S. Ernst,Sebastian Ernst,"CAM, CM",72,74,2900000.0,20000.0,26,179
3488,223682,Granell,Alejandro Granell Nogué,"CDM, CM, CB",72,72,1600000.0,900.0,32,175
3489,223756,M. Schulz,Marvin Schulz,"CDM, CB, CM",72,77,3100000.0,11000.0,26,186
3490,223877,D. Furlong,Darnell Furlong,"RWB, RB",72,77,3200000.0,26000.0,25,183
3491,223994,S. Mugoša,Stefan Mugoša,ST,72,72,2300000.0,5000.0,29,188
3492,224013,Sergi Canós,Sergi Canós Tenés,"LW, LWB, RWB",72,76,3400000.0,30000.0,24,175
3493,224104,D. Martínez,Damián Alberto Martínez,"RB, RM",72,72,1700000.0,12000.0,31,177
3494,224271,T. Goiginger,Thomas Goiginger,"CF, RW",72,72,2400000.0,22000.0,28,181
3495,224368,M. Doumbia,Moussa Doumbia,"LM, LW",72,72,2600000.0,18000.0,26,173
3496,224438,A. Buksa,Adam Buksa,ST,72,76,3400000.0,6000.0,24,191
3497,224508,L. Mancuso,Leonardo Mancuso,"ST, LW",72,72,2300000.0,35000.0,29,182
3498,224756,A. Lusamba,Arnaud Lusamba,"CM, LW, RW",72,76,3300000.0,5000.0,24,179
3499,224763,K. Bielik,Krystian Bielik,"CDM, CB",72,80,4900000.0,9000.0,23,194
3500,224841,K. Diks,Kevin Diks Bakarbessy,RB,72,76,3100000.0,12000.0,24,182
3501,224885,Guilherme Sityá,Guilherme Haubert Sityá,"LB, LM, LWB",72,72,1700000.0,12000.0,31,180
3502,224967,M. Sylla,Mamadou Sylla Diallo,"ST, RM, LM",72,73,2700000.0,18000.0,27,184
3503,224980,M. Busch,Marnon Thomas Busch,RB,72,73,2500000.0,16000.0,26,182
3504,225149,J. Butez,Jean Butez,GK,72,76,2500000.0,11000.0,26,188
3505,225456,J. Tagueu,Diederrick Joel Tagueu Tadjo,"ST, LW",72,73,2700000.0,9000.0,27,178
3506,225478,Serginho,Sergio Antônio Soler de Oliveira Júnior,"RM, ST, CM",72,72,2500000.0,8000.0,27,189
3507,225555,A. Oğuz,Ahmet Oğuz,"RB, RWB",72,72,2100000.0,13000.0,28,176
3508,225614,I. Akhmetov,Ilzat Akhmetov,"CM, CDM, CAM",72,78,3700000.0,25000.0,23,173
3509,225668,K. Grant,Karlan Ahearne-Grant,"ST, LW, LM",72,78,3700000.0,29000.0,23,182
3510,225669,K. Ehizibue,Kingsley Ehizibue,"RB, RWB",72,75,2800000.0,18000.0,26,189
3511,226012,R. Manning,Ryan Phelim Manning,"LWB, LB",72,76,3000000.0,18000.0,25,173
3512,226086,Á. González,Ángel Emanuel Gonzalez,"RW, ST, RM",72,72,2500000.0,11000.0,27,169
3513,226215,Sabin Merino,Sabin Merino Zuloaga,"ST, LM, RM",72,72,2300000.0,11000.0,29,187
3514,226285,R. Gudiño,Raúl Manolo Gudiño Vega,GK,72,74,2200000.0,22000.0,25,196
3515,226356,M. Fares,Mohamed Salim Fares,"LM, LB, LW",72,75,3100000.0,12000.0,25,183
3516,226419,F. Sambueza,Fabián Héctor Sambueza,"CAM, RM",72,72,1900000.0,3000.0,32,170
3517,226662,B. Nieuwkoop,Bart Nieuwkoop,"RB, RM",72,75,2900000.0,11000.0,25,181
3518,226697,M. Lainez,Mauro Alberto Laínez Leyva,"LM, LW, LWB",72,75,3100000.0,15000.0,25,180
3519,226747,B. Perlaza,Baldomero Perlaza Perlaza,"CDM, CM",72,72,2000000.0,2000.0,29,187
3520,226772,J. Laso,Joaquín Marcelo Laso,"CB, RB",72,72,1900000.0,10000.0,30,185
3521,226797,V. Malcorra,Víctor Ignacio Malcorra,"LM, LWB",72,72,1500000.0,13000.0,33,170
3522,226798,M. Martínez,Mauricio Leonel Martínez,"CB, CDM",72,72,2000000.0,13000.0,28,183
3523,227537,H. Veerman,Henk Veerman,ST,72,72,2300000.0,8000.0,30,201
3524,227550,D. Viera,Diego Francisco Viera Ruiz Díaz,CB,72,72,1900000.0,850.0,30,185
3525,227558,J. Siebatcheu,Theoson-Jordan Siebatcheu Pefok,ST,72,76,3300000.0,13000.0,25,190
3526,227633,B. Ramselaar,Bart Ramselaar,"LW, CM, CAM",72,75,3100000.0,13000.0,25,178
3527,228151,J. Cullen,Joshua Jon Cullen,"CDM, CM",72,75,2800000.0,14000.0,25,175
3528,228171,C. Ikonomidis,Christopher James Ikonomidis,"RM, ST",72,73,2800000.0,8000.0,26,178
3529,228231,A. Aguilar,Alfredo Ariel Aguilar,GK,72,72,1200000.0,750.0,32,184
3530,228290,J. Laporte,Julien Laporte,CB,72,74,2500000.0,13000.0,27,185
3531,228419,M. Andersen,Mads Juel Andersen,CB,72,78,3400000.0,24000.0,23,194
3532,228505,P. Pentz,Patrick Pentz,GK,72,80,4500000.0,9000.0,24,182
3533,228595,G. Prömel,Grischa Prömel,"CM, CDM",72,74,2900000.0,21000.0,26,184
3534,228614,G. Holtmann,Gerrit Holtmann,"LM, LW, RW",72,73,2800000.0,18000.0,26,185
3535,228616,D. Bertaud,Dimitry Bertaud,GK,72,77,2800000.0,11000.0,23,180
3536,228645,L. Görtler,Lukas Maria Görtler,"CM, RM, CAM",72,73,2700000.0,9000.0,27,186
3537,228681,F. Sierralta,Francisco Andrés Sierralta Carvallo,CB,72,78,3400000.0,27000.0,24,190
3538,228684,R. Nyambe,Ryan Nyambe,RB,72,80,5000000.0,24000.0,23,178
3539,228716,Kevin,Kevin Vázquez Comesaña,"RB, RWB",72,72,2100000.0,16000.0,28,173
3540,228717,Y. Mutō,武藤 嘉紀,ST,72,72,2400000.0,9000.0,28,178
3541,228802,D. Zhivoglyadov,Dmitriy Zhivoglyadov,"RB, RM",72,72,2300000.0,29000.0,27,178
3542,228813,Aleix García,Aleix García Serrano,"CAM, CM, RM",72,76,3400000.0,8000.0,24,173
3543,228861,S. Iljutcenko,Stanislav Iljutcenko,ST,72,72,2300000.0,10000.0,30,187
3544,228908,J. Berthomier,Jason Berthomier,CAM,72,72,1900000.0,14000.0,31,177
3545,229091,B. Peacock-Farrell,Bailey Peacock-Farrell,GK,72,79,4000000.0,15000.0,24,192
3546,229155,T. Ouwejan,Thomas Ouwejan,"LB, CM, LM",72,76,3100000.0,7000.0,24,183
3547,229179,C. Tabó,Christian Alejandro Tabó Hornos,"RM, LM",72,72,2500000.0,7000.0,27,174
3548,229215,Y. El Jebli,Youssef El Jebli,"CAM, LW",72,72,2400000.0,13000.0,28,177
3549,229251,V. Mogoș,Vasile Mogoș,"RWB, RB, RM",72,72,2100000.0,10000.0,28,186
3550,229266,J. Rodon,Joe Rodon,CB,72,81,4900000.0,40000.0,23,193
3551,229321,Amilton,Amilton Minervino da Silva,"LM, RM",72,72,1900000.0,13000.0,31,172
3552,229435,M. Vlap,Michel Vlap,"CAM, CM",72,76,3400000.0,14000.0,24,190
3553,229541,Á. Montero,Álvaro David Montero Perales,GK,72,77,2700000.0,1000.0,26,196
3554,229542,A. Desmas,Arthur Desmas,GK,72,74,2100000.0,10000.0,27,196
3555,229624,Sergi Guardiola,Sergio Guardiola Navarro,ST,72,72,2300000.0,10000.0,30,184
3556,229637,G. Akkan,Gökhan Akkan,GK,72,73,2100000.0,8000.0,26,186
3557,229658,C. Dájome,Cristián Andrés Dájome Arboleda,"RM, LM, CF",72,72,2500000.0,7000.0,27,172
3558,229699,N. Benedetti,Nicolás Benedetti Roa,"CAM, RM",72,79,4700000.0,27000.0,24,177
3559,229793,B. Tetteh,Benjamin Tetteh,ST,72,77,3600000.0,11000.0,23,193
3560,230074,E. Kwateng,Enock Kwateng,RB,72,75,3000000.0,14000.0,24,181
3561,230176,Sacramentinho,Luiz Santiago Sacramento Cruz,GK,72,72,250000.0,11000.0,37,188
3562,230181,Heitor Gesse,Heitor Edvaldo Barreto Gesser,LB,72,72,2400000.0,21000.0,25,178
3563,230185,Túlio Changas,Túlio Sebastião Changas Tramontino,GK,72,72,1900000.0,18000.0,25,180
3564,230188,Alam Araújo,Alam Cristian Araújo Martins,"LB, LM",72,72,2100000.0,19000.0,29,178
3565,230218,Fabiano Sonta,Fabiano Elton Sonta Pessoa,"CB, CDM",72,72,2000000.0,16000.0,29,181
3566,230222,Ailton Valpaços,Ailton Jonas Valpaços Salazar,"CB, CDM",72,72,2000000.0,24000.0,29,186
3567,230260,Guto Milazar,Guto Ramón Milazar Coimbra,LB,72,72,2100000.0,24000.0,29,170
3568,230267,Sebas Couteira,Sebastião Erick Couteira Baía,"CAM, RM",72,72,2800000.0,9000.0,21,178
3569,230272,Kauã Abranches,Kauã Ricardo Abranches Simões,"CAM, RM, RB",72,72,2600000.0,10000.0,25,177
3570,230277,Gustavo Lobateiro,Gustavo Rafael Lobateiro Gomes,"CAM, ST, CF",72,72,2800000.0,14000.0,21,180
3571,230283,Evandro Rochedo,Evandro Sérgio Rochedo Paulino,ST,72,72,2600000.0,25000.0,25,187
3572,230289,Santi da Bruma,Santiago André da Bruma Reis,"ST, RM",72,72,2600000.0,11000.0,25,172
3573,230319,André Milazisco,André Mikael Milazar Santoso,GK,72,72,1900000.0,18000.0,25,188
3574,230322,Teixe Gaúcho,Jorge Pietro Teixeira Lima,CB,72,72,2400000.0,8000.0,21,188
3575,230329,Alminho Boas,Alam Cristian Boas Anjos,"CDM, CM, CB",72,72,2300000.0,21000.0,25,180
3576,230350,Flávio Rebeilo,Flávio Raphael Rebeilo Mestres,LB,72,72,2100000.0,18000.0,29,175
3577,230367,Tony Muttinho,Tony Josimar Mutto Abrão,"RB, RWB, RM",72,72,2400000.0,9000.0,25,183
3578,230369,Durval Dutría,Durval Murilo Dutría Pereira,CM,72,72,2300000.0,13000.0,29,177
3579,230374,Deiverson Kaio,Deiverson Breno Kaio de Freitas,CAM,72,72,750000.0,19000.0,37,174
3580,230389,Édundo Oliveira,Éder Marvin Oliveira Simão,CB,72,72,2000000.0,12000.0,29,183
3581,230407,Vanderleiton,M. Vanderlei Paulino Kenedy,CB,72,72,2400000.0,12000.0,21,180
3582,230414,Igor Madinha,Igor Paolo Madinha Eustáquio,"RM, CAM",72,72,2600000.0,24000.0,25,174
3583,230420,Pietrson Mendes,Pietro Maurício Mendes Abranches,"CAM, ST",72,72,2600000.0,10000.0,25,173
3584,230429,Timo Triano,Timoteo Samuel Triano Branco,"CDM, CM",72,72,2300000.0,18000.0,25,176
3585,230433,Calegarcinho,Antônio Felipe Macedo Calegari,"ST, CAM",72,72,800000.0,17000.0,37,175
3586,230434,Pimentiscinho,Miguel Edson Pimenta Baia,"CDM, CM, CAM",72,72,2500000.0,11000.0,21,178
3587,230441,Vieiraldo Junior,Durval Hélton Vieira Aldair,"CDM, LB",72,72,2000000.0,10000.0,29,180
3588,230452,Kelivelson,Kelivelson Vaz Laranjeiras,"CDM, RB, RM",72,72,2300000.0,9000.0,25,182
3589,230461,Leordinho Paes,Manuel Leonardo Conceição Paes,"CAM, LM",72,72,2800000.0,14000.0,21,180
3590,230464,Alam Basteirinho,Marcos Alam Bastos Domingues,CAM,72,72,2300000.0,20000.0,29,183
3591,230466,Fábio Melitinho,Fábio Kel Melo Feijó,"CAM, LM",72,72,2600000.0,16000.0,25,170
3592,230477,Dersan Dinis,Dersan Jaime Dinis Abravanel,RW,72,72,2300000.0,28000.0,29,176
3593,230483,Jacson Zonta,Jacson João Zonta Filho,"CAM, RM, LM",72,72,2600000.0,17000.0,25,181
3594,230495,Hélton Celanova,Hélton Luiz Celanova Vieira,ST,72,72,2300000.0,21000.0,29,180
3595,230501,Gérson Noalha,Gérson Fábio Noalha Rochela,"ST, CAM, LM",72,72,2300000.0,28000.0,29,178
3596,230503,Jadson Vidigal,Matheus Jadson Vidigal Morais,ST,72,72,2300000.0,23000.0,29,175
3597,230510,Vicemte Tófoli,Vicemte Ernesto Tófoli Laranjeiras,LW,72,72,2600000.0,13000.0,25,172
3598,230519,Leandro Vivenço,Leandro Freddy Vivenço Morais,ST,72,72,2800000.0,11000.0,21,174
3599,230525,João Bruinheira,João Fabrício Bruinheira Salvador,GK,72,72,750000.0,9000.0,33,188
3600,230530,Hugo Rubiães,Hugo Adryan Rubiães Chaves,"CDM, RB",72,72,2300000.0,15000.0,25,175
3601,230564,M. Gaćinović,Mijat Gaćinović,"CAM, CM, RWB",72,74,2900000.0,23000.0,26,175
3602,230665,Gustavo Sauer,Gustavo Affonso Sauerbeck,"RW, CM",72,72,2400000.0,13000.0,28,181
3603,230672,Lyanco,Lyanco Evangelista Silveira Neves Vojnović,CB,72,80,4900000.0,27000.0,24,187
3604,230681,G. Pezzella,Giuseppe Pezzella,"LB, LM",72,77,3300000.0,17000.0,23,185
3605,230685,E. Akbaba,Emre Akbaba,"CAM, CM, LM",72,72,2400000.0,37000.0,28,180
3606,230708,J. Worrall,Joe Worrall,CB,72,78,3400000.0,26000.0,24,190
3607,230718,E. Botka,Endre Botka,"RB, CB",72,72,2300000.0,750.0,26,178
3608,230988,F. Krovinović,Filip Krovinović,"CM, CDM",72,74,2900000.0,800.0,25,177
3609,231007,J. Mišić,Josip Mišić,"CM, CDM, CAM",72,73,2700000.0,700.0,27,184
3610,231041,C. Ninga,Rodrigue Casimir Ninga,"LM, ST",72,72,2400000.0,18000.0,28,186
3611,231070,B. Pittón,Bruno Alejandro Pittón,"LB, LM",72,72,2100000.0,11000.0,28,174
3612,231089,I. Sissoko,Ibrahima Sissoko,"CM, CDM",72,78,3700000.0,15000.0,23,193
3613,231138,C. Bassogog,Christian Mougang Bassogog,"ST, RM, RW",72,73,2800000.0,12000.0,25,173
3614,231240,E. Mor,Emre Mor,"RM, ST, RW",72,78,3700000.0,14000.0,23,169
3615,231344,M. Koné,Moussa Koné,ST,72,76,3400000.0,6000.0,24,175
3616,231414,Waldo,Waldo Rubio Martín,"LM, RM, LW",72,73,2800000.0,9000.0,25,181
3617,231448,R. Nelson,Reiss Nelson,RW,72,81,5500000.0,39000.0,21,175
3618,231588,Joan Sastre,Joan Sastre Vanrell,"RB, LB",72,78,3500000.0,14000.0,24,174
3619,231652,S. Banza,Simon Bokoté Banza,ST,72,75,3200000.0,19000.0,24,189
3620,231733,Curro Sánchez,Francisco José Sánchez Rodríguez,"RM, CAM, CM",72,75,3100000.0,9000.0,25,173
3621,231856,Álvaro Tejero,Álvaro Tejero Sacristán,RB,72,77,3300000.0,7000.0,24,172
3622,231874,J. Horn,Jannes-Kilian Horn,"LB, LWB, CB",72,76,3100000.0,15000.0,24,186
3623,232120,S. Moore,Shaquell Moore,"RB, RM",72,76,3100000.0,6000.0,24,180
3624,232163,Y. Niakaté,Youssoufou Niakaté,ST,72,72,2400000.0,30000.0,28,178
3625,232225,J. Serra,Janni-Luca Serra,ST,72,77,3600000.0,17000.0,23,193
3626,232310,Maurício,Maurício de Carvalho António,CB,72,73,2200000.0,12000.0,29,183
3627,232477,S. Al Ghannam,Sultan Abdullah Al-Ghannam,RB,72,73,2500000.0,24000.0,27,170
3628,232514,G. Carabajal,Horacio Gabriel Carabajal,"LM, CAM",72,72,2300000.0,11000.0,29,176
3629,232546,D. Zabala,Diego Martín Zabala Morales,"RM, LM",72,72,2300000.0,13000.0,29,172
